你開一個慶祝會的時候我不能會參加	OORROOOOOOOOOROO
我有聽到很多人都在反映	OROOOOOOOOO
所以今天我就代表這裡附近的人寫這封信給你	OOOOOOOOOOOOOOOOOOOO
	
關於臭味也影響很大	RROOOOOOO
對我們人類的身體健康	OOOOOOOOOO
還有環境的問題	OOOOOOO
所以這點非常重要	OOOOOOOO
	
我們已算是長久住在這裡的人	OOOOOOOOOOOOO
所以我代表這裡的居友很希望李廠長盡快好好的處理這件事情	OOOOOOOOSSMOOOOOOOOOSOOOOOO
	
例如機器的問題還是工廠廠內的	OOOOOOOOOOOOOO
看哪個地方需要改進	OOOOOOOOO
要不要把牆壁修好	OOOOOOOO
讓聲音不能出去	OOOOOOO
就不會影響到別人了	OOOOOOOOO
	
因為這裡附近的人已經反應很久了	OOOOOOOOOOSSOOO
為了我們居友感情	OOOOSSMO
你身為工廠的廠長	OOOOOOOO
希望你會好好的處理	OOOOOOOOO
	
我是王天華	OOOOO
住在你工廠附近的人民	MOOOOOOOOO
	
自從你的工廠開始活動	OOOOOOOOOO
我們這些住在你工廠附近的人民受到很多的好處	OOOOOOOOOOOOOOSSOOOOO
	
許多人民們得到了一份離家很近的工作	OOSSSOOOOOOOOOOOO
不用到外地去工作了	OOOOOOOOO
一些小小的便利商店的生意也進步了	OOOOOOOOOOOOOOOO
我們誠心誠意的感激在心裡	OOOOOOSOOOOO
	
雖然如此	OOOO
我們最近也感覺得到很多的苦衷	OOOOOSSSSOOOOO
我們已經忍了很久才會寫這封信的	OOOOOOOOOOOOOOO
依人民們記得	SSSSSS
之前	OO
你們工廠所發出的噪音沒有最近的那麼強烈	OOOOOOOOOOOOOOOOOOO
	
從早上起床到晚上睡覺時	OOOOOOOOOOO
噪音從來也沒有停過	OOWWWOOOO
我們的大人們都已經無法接受那些吵吵鬧鬧的聲音、更是我們對聲音比較敏感的嬰兒與孩子們	OOROOOOOOOOOOOOOOOOOOOOSORROOOOOOOOOOOOOO
	
除了噪聲之外	OOSSOO
還有你們工廠所散發的味道	OOOOOOOOOOOO
最近也變得臭得很	OOOOOOOO
不只是在家外面	OOOOOOO
連已經密閉的家裡面也會聞到臭味	OOOOOOSOOOOOOOO
	
從沒有噪音和臭味	MOOOOOOO
為何你們的工廠最近會造出那麼強烈噪音與臭味呢？我們很希望你的工廠會補償我們與改善才願意寫了這封信	OOOOOOOOOOSSOOOOMOOOOOOOOOOOOOOOSOOOOOOOORROOOOO
	
我們很盼望你們工廠不要為了要賺錢犧牲了你們工廠的好名義與破壞了和我們人民們的好關係	OOOOOOOOOOOOOOOOOOOOOOOOOSSOOOOOOOOOROOOO
	
如果從今天起的兩個星期後	OOOOOOOOOOOS
你們工廠沒有任何好意要改善	OOOOOOOOSSOOO
我們人民們會把這件案子報給警察	OOOOROOOOOOOOOO
我們很希望這件事不用再鬧得更大	OOOOOOOOOOOOOOO
	
「教室裡該不該裝攝影機」這個議題存在著有不少爭議	OOOOOOOOOOOOOOOOOOOROOOO
有人說贊成但也不少人反對	OOOOOOOOOOOO
	
在受到別人的監視之下	OOOOOOOOOO
師生的活動在某程度上當然被干擾	OOOOOOOMOOOOMOO
行為無法像一般情況那麼自在	OOOOOOOOOOOOO
多少會影響到教學效果	OOOOOOOOOO
	
小孩子更不用說	WWWWWWW
調皮的孩子不一定會乖乖地上課	OOOOOOOOOOOOOO
反而產生壓抑感	OOMOOOO
學習效果免不了受到負面影響	OOOOOOOOOOOOO
	
舉例來說	OOOO
教師給學生看一張畫一杯黑水的	OOOOOOOOSSSSSS
問他們會聯想到什麼？大多數學生說是那是一杯咖啡或者是一杯可樂	OOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
	
而有一個小孩有不一樣的想法但是怕同學們笑	OOOOOOOOOOOOOOOOOOOO
加上被父母監視的感覺	OOMOOOOOOO
更不敢說出自己的想法	MOOOOOOOOO
	
小孩兒也是一個人	OOOOORRO
我認為即使父母也沒有權力自己願意的時候就看孩子在哪裡做甚麼	OOOOOOOOOOOOMOSSMOOOMOOOOOOOO
小學的校長更不用說了	OOOOOOOOOO
	
孩子的時候	SSOOO
不用想得太多	OOOOOO
例如：學分、就業、工作、結婚甚麼的	OOOOOOOOOOOOOOOOO
孩子的時候因為孩子做甚麼事都可以了解	SSOOOOOOOOOOOOOORR
想做甚麼就做甚麼是孩子的特權	OOOOOOOOOOOOOO
	
家長想知道自己的孩子在學校安全不安全	OOOOOOOOOOOOOOOOOO
與朋友的關係如何	OOOOOOOO
上課時怎麼表達自己的意見或者認真的學習還是常常發呆	OOOOOOOOOOOOOOOOOOOOOOOOO
這就是理所當然的	OROOOOOO
	
但是假如教室裡裝攝影機	OOOOOOOOOOO
在家裡連上那所學校的網站	OOOOOOOOOOOO
就能看到小孩在教室樂的情況	OOOOOOOOOSOOO
明明是侵害個人的自由	OOOOOOOOOO
	
家長不只能看到自己孩子的情況	OOOOOOOOOOOOOO
並且能看到別的孩子的情況	OOOOOOOOOOOO
甚至於能看到老師的情況	OOOOOOOOOOO
這樣的話	OOOO
情況會變更複雜	OOOSOOO
	
他們每天都會感到自己的家長、孩子的家長、朋友的家長	OOOOOOOOOOOOOOOOOOOOOOOOO
看教室裡的情況	MOOOOOO
這樣的話	OOOO
他們的自由沒有了	OOOOOMOO
	
比如說：自己孩子班的主任老師的教法或對自己孩子的態度不太好	OOOOOOOOOOOOOOOOOOOOOOOOOOOOO
找校長表示不滿	OOOOOOO
想要換到別的班	OOOOOOO
還是自己的孩子不想某個朋友在一起	OOOOOOOOOMOOOOOO
家長再找校長說一聲	OOOOOOOOO
	
有時候	OOO
學校也需要家長的意見	OOOOOOOOOO
讓家長知道自己孩子的學校生活	OOOOOOOOOOOOOO
但是採用這樣的方法會引孩子、孩子的朋友、老師的反感	OOOOOOOOOOSOOOOOOOOOOOOOO
	
教室裡的事情不是家長主動管的事情	OOOOOOOOOOMOOOOO
而是孩子、朋友、老師她們三個人主動管的事情	OOOOOOOOOOOOOOOOOOOOO
	
我們先必須要從很多反面和角度上思考它的負面和正面	OOOOOOOOOOOROOOOOOOOOOOO
尤其對小朋友們哪一種是最有利益	OOOOOOOMOOOOOOO
不是為家長們	OOOOOO
更不是為老師們	OOOOOOO
	
從家長們的角度來看	OOOOOOOOO
攝影小朋友們的活動在學校	SSOOOOWWWWWW
會加上他們的安全感對孩子們在學校的情況	OSSOOWWWWWWWWWWWWWW
而且又很方便	OOOOOO
	
家長們能隨時隨意地觀察他們的孩子在班上活動	OOOOOOOOOOOOOOOOOOOMO
但可能會加上費用又要費時間來看攝影	OOOOSSOOOOOOOOOOO
	
對老師們	OOOO
把攝影機裝在教室裡是有點壓力	OOOOOOOOOOOOOO
因為老師們的一舉一動都會被錄起而且被傳到網路上	OOOOOOOOOOOOOSSOOOOOOOO
	
既然我們已經把孩子交到學和校老師們	OOOOOOOOOOSOWWOOO
我們就已經相信還把教導的權力放在他們手上	OOOOOOOSOOOOOOOOOOOO
所以對他們我們要有信心	OOOOOOOOOOO
	
學校裡的老師一定是很有經驗也很專門	OOOOOOOOOOOOOOOOO
又經過很長的訓練了	OOOOOOOOO
對老師們	OOOO
錄影在班裡也幫不了什麼	WWWWWOOOOOO
只有增加壓力	OSOOOO
	
看起來負面比真面還要多	OOOOOMSSMOO
所以我的立場是不贊成教室裡裝攝影	OOOOOOOOOOOOOOSS
	
裝了攝影機就會很方便	OOOOOOOOOO
例如小孩子叫他們爸爸媽媽幫他們做作業	OOOOOMOOOOOOOOOOOO
父母從網路就可以看到自己的孩子在上了什麼課程、甚麼內容	OOOOOOOOOOOOOOOROOOOOOOOOOO
就會很容易解釋給她聽	OSOOOOOOOO
	
有些人會覺得攝影機會觀測到隱私的情況	OOOOOOOOOOOOOOOOOO
可是老師教書的時候也應該公開	OOOOOOOOOOOOOO
很多小校也允許家長跟小孩子一起上課	OOSSOOOOOOOOOOOOO
裝攝影機應該不會讓老師感到更緊張或者不舒服	OOOOOOOOOOOOOOOOOOOOO
	
父母可以觀察到孩子上課的情況	OOOOOOOOOOOOOO
親眼看到自己的孩子在學校的情況如何	OOOOOOOOOOOOOOOOO
有沒有認真上課	OOOOOOO
或者老師問問的時候	OOOOOSOOO
小孩子有什麼樣的反應	OOOOOOOOOO
	
每個人善於在不同的學習方法	OOOOOSOOOOOOO
有時候老師用不恰當的方法對待學生	OOOOOOOOOOOOOOOO
父母從教室觀察就可以跟老師商量	OOOOOOOOOOOOOOO
自己的孩子比較適合哪種教學法	OOOOOOOOOOOOOO
	
另外一個例如學生知道父母可能在看他	OOOOSSMOOOOOOOOOO
就有可能會很努力上課	OOOOOOOOOO
不會一直跟朋友聊天了	OOOOOOOOOO
按照心理略理學家	OOOOSSOO
一般人	OOO
當知道有人在觀看他	OOOOOOOOO
做事情就變得很小心、很認真	OOOOOOOOOOOOO
	
如果發生什麼意外的事情	OOOOOOOOOOO
如有壞人闖進教室	OOOOOOOO
或者小孩子被欺負	OOOOOOOO
就是父母不能馬上去救孩子	OOOOOOOOOOOO
但也可以從網路看到事情所發生的過程	OOOOOOOOOOOOOOOOO
從攝影機錄下來的影片也可以拿來當證據	ROOOOOOOOOOOOOOOOO
	
我也很重視孩子們的安全與教育品質	OOOOOOOOOOOOOOOO
所以真希望每個教室裡絕對不可以裝攝影機	OOSOOOOOOOOOOOOOOOO
	
我認為孩子的教育上	OOOOOOOOO
最重要的是彼此的信任	OOOOOMOOOO
攝影機的存在會傷害人跟人之間的信任	OOOOOOOOOOOOOOOOO
	
校長主張：如果每個教室裝攝影機	OOOOOOOOOOOOOOO
家長透過學校的網站看得到自己的孩子的情況	OOOOOOOOOMOOOOOOOOOO
讓家長多麼放心呢？	OOOOOOOOO
不過	OO
我們家長能信賴我們孩子的學校與老師們的話	MOOOOOOOOOOOOOOOOOOO
何必裝攝影機呢？沒有裝攝影機錄影的話	OOOOOOOOOOOOOOOOOO
老師們教得那麼不好嗎？不會吧	OOOMOOOOOOOOOO
	
那麼	OO
沒有被錄影的話	OOOOOOO
孩子們不會用功念書嗎？或被同學們欺負嗎？萬一孩子們遇到困擾的話	OOOMOOOOOOOOOOOOOOOOOOOOOOOOOOO
這個是很好的學習機會吧？	OOOOOOOOOOOO
我要讓小朋友們學習尊重別人的隱私權	OOOOOOOOOOOOOOOOO
為了體會這樣的看法	OOSSOOOOO
在教室裡不應該裝攝影機	OOOOOOOOOOO
	
我認為「被別人偷看是個正常的狀態」這樣的看法是非常不健康	OOOOOOOOOOOOOOOOOOOOOOOOOOOO
不能培育尊重別人的觀念	OOOOOOOOOOO
	
以後隨著科技的發達	RROOOOOOO
我們的社會也會改變了	OOOOOOOOOO
但以後不管科技多麼發達	OOOOOOOOOOO
我們還是不應該當作機器的奴隸	OOOOOOOSSOOOOO
要培養自己的判斷力跟主動地行動力	OOOOOOOOOOOOSOOO
	
由以上的理由	SOOOOO
我主張在每個教室絕對不要裝攝影機	OOOOOOOOMOOOOOOO
希望同學校的家長與老師們能支持我的看法	OOOOOOOOOOOOOOOOOOO
	
近幾年來	OOOO
為了維持治安	OOOOOO
很多公共地方開始裝攝影機	OOSSSSOOOOOO
讓執法人員能夠檢視人們的動態	OOOOOOOOOOOOOO
	
除此之外	OOOO
家長和校方也可以檢視學生們之間的互動關係	OOOOOOOOOOOOOOOOOOOO
提早發現問題	OOOOOO
例如罷免等	OOSSO
	
有的人可能會反對這個做法	OOOOOOOOOOOO
主張這樣做是侵犯到別人的隱私	OOOOOOSSSOOOOO
	
我知道有人會有安全的顧慮	OOOOOOOOOMOO
我也怕我孩子的影像被不善人士利用	OOOOOOOOOOOOOOOO
針對這一點	OOOOO
我的意見是如果科技可以給我們這個方便的話	OOOOOOOOOOOOOOOOOOOO
那麼科技也可以設法克服安全問題	OOOOOOOOOOOOOOO
	
隨著高科技的發展有的私立小學學校教室會安裝攝影機	OOOOOOOOOOOOOOMMMMOOOOOO
家長只要在家裡連上那所學校的網站	OOOOOOOOOOOOOOOO
就能看到小孩在教室裡的情況	OOOOOOOOOOOOO
	
不是每個孩子都會乖乖地聽父母和老師的話	OOOOOOOOOOOOOOOOOOO
特別是在學校	OOOOOO
沒有父母在旁邊叮嚀督促學習所以才會有教室裡裝攝影機的作法	OOOOOOOOOOOOOOOOOOMOOOOOOOOO
家長可通過網路隨時掌握孩子上課的狀況	OOOOOOOOOOOOOOOOOO
	
給孩子知道世界上雖然成功的人不一定是學歷高的人	SOOOOOOORROOOOOOOOOOOOO
但沒有基本的知識或沒有付功夫鍛鍊自己的人	OOOOOOOOOOOOOOOOOOOO
成功的機會不大	OOOOOOO
	
給孩子信心	OOOOO
孩子才會對他自己有信心	OOOOOOOOOOO
給孩子主動地上課	ROOOOOOO
他會覺得自己好像長大了	OOOOOOOOOOO
能夠獨立的學習與生活	OOOOSOOOOO
從而孩子會養成好習慣及良好的想法	WWWWOOOOOOOOOOOO
	
當然為了掌握孩子學習狀況	OOOOOOOOMOOO
除了平常跟孩子鼓勵溝通以外	OOOORWWWWOOOO
家長應該與學校的老師保持聯繫	OOOOOOOOOOOOOO
從而家長就會知道孩子在學校的狀況	OORRRROOOOOOOOOO
而不會想透過裝攝影機給孩子造成太大的壓力與不自在感	OOOOOOOOOOOOOOOOOOOOOOOOO
	
教育是一股熱門的話題	OOOOSOOOOO
每個時代都很關心它	OOOOOOOOO
為什麼呢？這是一代連一代很重要的關節	OOOOOOOOOOMOOOOOOO
	
現代的教育要跟著工業時代而有很大的轉變	OOOOOOOOOOOOOOOOOOO
例如是老師不可以打罵學生	OOROOOOOOOOO
或是裝攝影機等等	OOOOOOOO
	
為了教育每一位老師一定很用心而且希望學生都有成就	OOOOOOOOOOOMOOOOOOOOOOOO
上課時	OOO
師生要互相互動是自然的事	OOOOOOOOOOOO
為何要安裝攝影機？	OOOOOOOOO
如果想給老師教育	OOOOOOOO
那需要尊重他們	OOOOOOO
因為他們有專業的	OOOOMOOO
會把你的孩子教得好	OOOOOOORO
但你也要跟老師們配合	OOOOOOOOOO
一起關心小孩的程度、情緒等等	OOOOOOOOOOOOOO
才是好方法的教育	OOOWWWWW
	
可惜	OO
現在的父母寵壞小孩太過分	OOOOOSSOOMOO
而且要求老師們也很離譜	OOOOOOOMOOO
想問這樣的情況	OOOOOOO
教育要走哪個方向？	OOOOOOOOO
十年種樹	OOOO
百年教人	SSSS
這個道理人人都知	OOOOOOOO
	
為何現代社會走到這一步？想大家都會想	OOOOOOOOOOOOOOOOOO
處理是政府與教育部的事	OOOOOOOOOOO
一但倫理道德慢慢的沒落	OOOOOOOOSOO
那社會文明存在、發展有什麼意義？	OOOOOOOOOOOOOOOO
在教室裡安裝攝影機的好處就是家長可以隨時觀察小孩在教室裡的情況以及教師教授的情況	OOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOSSOOO
	
我們試在學生的立場來談	OOOMOOOOOOO
一天的時間除了上課時間就是在家長管制的時間	OOOOOOOOOOOOOSOOOOOOO
如果在教室也被家長時時觀察	OOOOOOOOOOOOO
那麼他們幾乎一天完全沒有自由的時間	OOOOOOOMOOOOOOOOO
這樣的管理方式給孩子造成很大的壓力	OOOOOOOMOOOOOOOOO
	
為了給孩子一個自由的空間	OOOOOOOOOOOO
讓他自然地發展以及發揮自己的能力	OOOOOOOOOOOOOOOO
同時也是讓教師減輕上課的壓力	OOOROOOOOOOOOO
所以不必要讓家長隨時都能看得到教室裡發生的情況	OOOOROOOOOOOOOOOOOOOOOO
	
在科技發展的影響下	OOOOOOOOO
人類的生活水準越來越增加了	OOOOOOOOOOSSO
	
有些孩子往往翹課	OOOOOOOO
如果那所學校有裝攝影機	OOOOOOROMOO
那些父母的孩子就馬上知道	OOOOOOOOOOOO
	
我知道每個做父母的人都很關心他們的孩子	OOOOOOOOOOOOOOOOOOO
然而各有各的觀念	OOOOOOOO
每個人都不一樣	OOOOOOO
父母的孩子對這位校長也是一樣	MOOOOOOOOOOOOO
有些父母同意	OOOOOO
反對的父母也不少	OOOOOOOO
	
而我對這「教室裡該不該裝攝影機」的看法是不應該裝	OOOROOOOOOOOOOOOOOOOOOOO
為甚麼呢？	OOOOO
而且老師教學的方式	OOOOOOOOO
每個人都不一樣	OOOOOOO
有的老師喜歡跟小朋友講話	OOOOOOOOOOOO
有的老師會給他們自己玩	OOOOOSOOOOO
在玩耍當中可以學到很多東西	OOOOOOOOOOOOO
很多很多不同的方式	MOOOOOOOO
	
如果教室裡裝攝影機	OOOOOOMOO
家長剛剛離開小寶貝覺得很不放心	OOOOOOOOOMOOOOO
所以一整天坐在螢幕上看自己的寶貝	OOOOOOOOOSOOOOOO
剛好小朋友之間有時會玩有點過分	OOOOOOOOOOOMOOO
您在家裡看得很明瞭	OOOOOOOSS
	
我想您馬上會到學校來	OOOOOOOOOO
然後發生什麼事呢？很簡單：自己的小孩看到家長來會裝得更可憐（人的本性）	OOMOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOOO
老師沒辦法繼續教學下去	OOMOOOOOORR
還有很多問題會發生	OOOOOOOOO
	
而且現在社會不是很忙碌嗎？大部分的小孩都給保母養或拿到阿嬤家等等	OOOOMOOOOOOOOOOOOOOOSOOOOSSOOOOO
	
我個人覺得我們人要有真覺的觀念才是重要的	OOOOOOOOOOSSOOOOOOOO
先知道對方需要什麼然後適當的給予	OOOOOOOOOOOOOSOO
	
因為這所小學是私立的	OOOOOOOOOO
所以有比較多自由安排他們的規定	OOOOOOOOMOOOOOO
如果是國立的小學	OOOOOOOO
這件問題更複雜	OSOOOOO
	
第二個道理跟道德有關係	OOOSSOOOOOO
雖然我同意孩子們的正面態度很重要	OOOOOOOOOOOOOOOO
而且我也了解父母要看是否它們的孩子上課的時候聽話	OOOOOOOOOOOOOOOOOOOOOOOO
可是我認為攝影機不是最好的作法	OOOOOOOOOOOOOOO
	
孩子們不是罪犯	OOOOOOO
父母不是警察	OOOOOO
把偷偷地看孩子們不是道德的	ROOOOOOOWWOOO
我認為在這樣的情況之下	OOOOOOOOOOO
父母跟孩子無法互相相信	OOOOOOOOOOO
	
而且如果孩子知道除了他的父母以外	OOOOOOOOOOOOOOOO
有其他的父母可以看他上課的時候怎麼樣	MOOOOOOOOOOOOOOOOO
說不定他很緊張	OOOOMOO
無法專心學習	OOOOOO
	
最近大家正在討論「教室裡該不該裝攝影機」此議題	OOOOOOOOOOOOOOOOOOOOOOO
很多人贊成此作法	OOOOOOOO
但也有不少人反對	OOOOOOOO
當然	OO
對每個人來說	OOOOOO
贊成還是反對有其理由在	OOOOOOMOOOO
	
您的孩子成為家庭的關注	OOOOOOOOOOO
成為您的「寶」	OOOOOOO
您對孩子付出這麼多愛	OOOOOOOOOO
當然您希望自己的孩子能夠過最好的生活	WWWOOOOOOOOOOOOOOO
能夠上最好的學校	OOOOOOOO
能夠接受最好的教育	OOOOOOOOO
	
有的教師上課時因為小朋友不乖而懲罰小朋友跪在地上數個小時	OOOOOOOOOOOOOOOOOOOOOOOOOOOO
有的教師還不讓小朋友吃飯	OOOOOOOOOOOO
也有教師因為小朋友考試時答不出答案而打小朋友的頭等等	OOOOOOOOOOOOOOOOOOOOOOOOOO
您所疼愛的小朋友	MOOOOOOO
你會看下去嗎？	OOOOOOO
最近某一所私立小學的校長提案在每個教室裡裝了攝影機	OOOOOOOOOOOOOOOOOOOOOROOO
是因為家長只要在家裡連上那所學校的網站	OOOMOOOOOOOOOOOOOOO
就能看到他的小孩在教室裡的情況	OOOOOOOOOOOOOOO
	
對我來說	OOOO
那位校長的案不錯	OOOOOSOO
我非常同意他的作法	OOOOOOOOO
因此最近的學校裡的問題已經超過了教師的能力	SSOOROOOOOOOOOOOOOOOO
	
不論問題大不大	OOOOOOO
最問題的事不是問題的內容	OSSOOOOOOOOO
是有些小學生的父母說這個問題的原因都是小學老師的管理能力	OOOOOOOOOOOOOOOOOOOMOOOOOOOO
	
父母說老師一定負所有的學校裡的責任	OOOOOOOMOOOOOOOOO
由於老師的管理不好	OOOOOOOOO
因此學校裡的問題發生了	OOOOOOOOOOO
	
我覺得有的時候那樣父母的意見沒錯	OOOOOOOOOMOOOOOO
小學老師們一定負責他們學生的問題	OOOOOOOOOOOOOOOO
每位小學老師非要管理的能力不可	OOOOOOOOMOOOOOO
管理能力也老師的能力之一	OOOOOMOOOOOO
	
但是我覺得學校裡的問題並不都是老師的錯	OOOOOOOOOOOOOOOOOOO
連父母也有責任	ROOOOOO
	
如果某一所校長的提案實行的話	OOOOOOOOOOOOOO
這樣的問題全部解決了	OOOOOMOOOO
一目瞭然	OOOO
	
我覺得世界上沒有完美的教師	OOOOOOOOOOOOO
也沒有完美的教育	OOOOOOOO
父母也有一種責任	OOOOOOOO
就是家庭教育	OOOOOO
為了小孩子	OOOOO
小學的老師們和父母們一起教孩子就對	OOOOOOOOOOMOOOOSO
	
全世界各國家的人看電視的時候碰到	OOOOOOOOOOOOOORR
小朋友常常受壞人的影響：吸毒品、吸菸、喝酒	OOOOOOOOOOOOOOOOOOOOO
被綁架、被打等等	OOOOOOOO
現代的生活越來越危險	OOOOOOOOOO
尤其對小朋友來說	OOOOOOOO
	
由於他們很單純	OOOOOOO
而且還沒有面對實際生活	OOOOOOOMOOO
因此他們很容易會上別人的當受傷	OOOOOOOOOOOOOMO
	
我覺得在這種情況之下	OOOOOOOOOO
老師的自由被控制	OOOOOSOO
	
對家長來說這件事情當然有好處	OOOOOOOOOOOOOO
是因為他們坐著在家裡可以看小朋友做甚麼	OOOOOOOOOOMOOOOOOOO
	
凡是去上課的小朋友	OOOOOOOOO
都有一點點皮調	OOOOOSS
可是如果父母每次處分他們	OOOOOOOOOOOO
說不定他們會討厭學校	OOOOOOOOOO
受父母的壓力	MOOOOO
	
最近私立小學因為裝了攝影機都鬧得滿城風雨	OOOOOOOOOOOOOSOOOOOO
小學上上下下都有自己的思維	OOOOOOOOOOOSS
自己的建議	OOOOO
	
每一間教室會有一個攝影機	OOOOOOOOOOOO
父母在家可以看到他們在小學的孩子	OOOOOOOOOOOOOOOO
哪裡有什麼不好處？對我來說	OOOOOOOMOOOOO
